t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1732997521,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,122.562915,51.015616,233.754242,297.407002,calls/second,milliseconds
1732997526,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,119.157838,46.936633,229.890624,295.759322,calls/second,milliseconds
1732997531,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,115.937446,43.183787,226.090866,294.120771,calls/second,milliseconds
1732997536,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,112.886315,39.731002,222.353913,292.491297,calls/second,milliseconds
1732997541,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,109.990260,36.554286,218.678726,290.870851,calls/second,milliseconds
1732997546,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,107.241943,33.631567,215.064284,289.259382,calls/second,milliseconds
1732997551,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,104.626587,30.942535,211.509584,287.656841,calls/second,milliseconds
1732997556,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,102.135265,28.468507,208.013639,286.063178,calls/second,milliseconds
1732997561,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,99.759164,26.192291,204.575476,284.478345,calls/second,milliseconds
1732997566,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,97.488755,24.098071,201.194140,282.902292,calls/second,milliseconds
1732997571,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,95.324515,22.171295,197.868694,281.334970,calls/second,milliseconds
1732997576,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,93.253335,20.398576,194.598212,279.776332,calls/second,milliseconds
1732997581,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,91.255920,17.267022,188.218524,276.684912,calls/second,milliseconds
1732997586,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,89.367770,17.267022,188.218524,276.684912,calls/second,milliseconds
1732997591,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,87.542834,15.886427,185.107545,275.152036,calls/second,milliseconds
1732997596,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,85.792079,14.616219,182.047986,273.627651,calls/second,milliseconds
1732997601,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,84.110138,13.447570,179.038998,272.111713,calls/second,milliseconds
1732997606,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,82.492366,12.372362,176.079744,270.604172,calls/second,milliseconds
1732997611,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,80.935964,11.383123,173.169401,269.104984,calls/second,milliseconds
1732997616,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,79.437041,10.472978,170.307163,267.614102,calls/second,milliseconds
1732997621,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,77.992861,9.635605,167.492233,266.131479,calls/second,milliseconds
1732997626,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,76.600326,8.865185,164.723830,264.657070,calls/second,milliseconds
1732997631,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,75.255838,8.156364,162.001185,263.190830,calls/second,milliseconds
1732997636,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,73.958263,7.504217,159.323541,261.732712,calls/second,milliseconds
1732997641,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,72.705032,6.904213,156.690154,260.282673,calls/second,milliseconds
1732997646,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,71.493173,6.352182,154.100294,258.840668,calls/second,milliseconds
1732997651,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,70.320830,5.844290,151.553240,257.406651,calls/second,milliseconds
1732997656,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,69.186705,5.377006,149.048285,255.980579,calls/second,milliseconds
1732997661,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,68.087379,4.947085,146.584734,254.562408,calls/second,milliseconds
1732997666,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,67.023690,4.551538,144.161901,253.152093,calls/second,milliseconds
1732997671,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,65.991506,4.187617,141.779114,251.749592,calls/second,milliseconds
1732997676,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,64.992321,3.852793,139.435712,250.354861,calls/second,milliseconds
1732997681,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,64.022844,3.544741,137.131042,248.967857,calls/second,milliseconds
1732997686,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,63.081286,3.261319,134.864465,247.588538,calls/second,milliseconds
1732997691,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,62.166148,3.000559,132.635352,246.216859,calls/second,milliseconds
1732997696,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,61.279136,2.760647,130.443082,244.852781,calls/second,milliseconds
1732997701,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,60.415613,2.539918,128.287048,243.496259,calls/second,milliseconds
1732997706,21447,6.423302,0.101098,0.003968,0.347641,0.049424,0.065260,0.160676,1.041475,1.550608,6.388649,59.575304,2.336837,126.166649,242.147253,calls/second,milliseconds
