t,count
1733002805,93001
1733002810,93001
1733002815,93001
1733002820,93001
1733002825,93001
1733002830,93001
1733002835,93001
1733002840,93001
1733002845,93001
1733002850,93001
1733002855,93001
1733002860,93001
1733002865,93001
1733002870,93001
1733002875,93001
1733002880,93001
1733002885,93001
1733002890,93001
1733002895,93001
1733002900,93001
1733002905,93001
1733002910,93001
1733002915,93001
1733002920,93001
1733002925,93001
1733002930,93001
1733002935,93001
1733002940,93001
1733002945,93001
1733002950,93001
1733002955,93001
1733002960,93001
1733002965,93001
1733002970,93001
1733002975,93001
1733002980,93001
1733002985,93001
1733002990,93001
1733002995,93001
1733003000,93001
1733003005,93001
1733003010,93001
1733003015,93001
1733003020,93001
1733003025,93001
1733003030,93001
1733003035,93001
1733003040,93001
1733003045,93001
1733003050,93001
1733003055,93001
1733003060,93001
1733003065,93001
1733003070,93001
1733003075,93001
1733003080,93001
1733003085,93001
1733003090,93001
1733003095,93001
1733003100,93001
1733003105,93001
1733003110,93001
1733003115,93001
1733003120,93001
1733003125,93001
1733003130,93001
1733003135,93001
1733003140,93001
1733003145,93001
1733003150,93001
1733003155,93001
1733003160,93001
1733003165,93001
1733003170,93001
1733003175,93001
1733003180,93001
1733003185,93001
1733003190,93001
1733003195,93001
1733003200,93001
1733003205,93001
1733003210,93001
1733003215,93001
1733003220,93001
1733003225,93001
1733003230,93001
1733003235,93001
1733003240,93001
1733003245,93001
1733003250,93001
1733003255,93001
1733003260,93001
1733003265,93001
1733003270,93001
1733003275,93001
1733003280,93001
1733003285,93001
1733003290,93001
1733003295,93001
1733003300,93001
1733003305,93001
1733003310,93001
1733003315,93001
1733003320,93001
1733003325,93001
1733003330,93001
1733003335,93001
1733003340,93001
1733003345,93001
1733003350,93001
1733003355,93001
1733003360,93001
1733003365,93001
1733003370,93001
1733003375,93001
1733003380,93001
1733003385,93001
1733003390,93001
1733003395,93001
1733003400,93001
1733003405,93001
1733003410,93001
1733003415,93001
1733003420,93001
1733003425,93001
1733003430,93001
1733003435,93001
1733003440,93001
1733003445,93001
1733003450,93001
1733003455,93001
1733003460,93001
1733003465,93001
1733003470,93001
1733003475,93001
1733003480,93001
1733003485,93001
1733003490,93001
1733003495,93001
1733003500,93001
1733003505,93001
1733003510,93001
1733003515,93001
1733003520,93001
1733003525,93001
1733003530,93001
1733003535,93001
1733003540,93001
1733003545,93001
1733003550,93001
1733003555,93001
1733003560,93001
1733003565,93001
1733003570,93001
1733003575,93001
1733003580,93001
1733003585,93001
1733003590,93001
1733003595,93001
1733003600,93001
1733003605,93001
1733003610,93001
1733003615,93001
1733003620,93001
1733003625,93001
1733003630,93001
1733003635,93001
1733003640,93001
1733003645,93001
1733003650,93001
1733003655,93001
1733003660,93001
1733003665,93001
1733003670,93001
1733003675,93001
1733003680,93001
1733003685,93001
1733003690,93001
1733003695,93001
1733003700,93001
1733003705,93001
1733003710,93001
1733003715,93001
1733003720,93001
1733003725,93001
1733003730,93001
1733003735,93001
1733003740,93001
1733003745,93001
1733003750,93001
1733003755,93001
1733003760,93001
1733003765,93001
1733003770,93001
1733003775,93001
1733003780,93001
1733003785,93001
1733003790,93001
1733003795,93001
1733003800,93001
1733003805,93001
1733003810,93001
1733003815,93001
1733003820,93001
1733003825,93001
1733003830,93001
1733003835,93001
1733003840,93001
1733003845,93001
1733003850,93001
1733003855,93001
1733003860,93001
1733003865,93001
1733003870,93001
1733003875,93001
1733003880,93001
1733003885,93001
1733003890,93001
1733003895,93001
1733003900,93001
1733003905,93001
1733003910,93001
1733003915,93001
1733003920,93001
1733003925,93001
1733003930,93001
1733003935,93001
1733003940,93001
1733003945,93001
1733003950,93001
1733003955,93001
1733003960,93001
1733003965,93001
1733003970,93001
1733003975,93001
1733003980,93001
1733003985,93001
1733003990,93001
1733003995,93001
1733004000,93001
1733004005,93001
1733004010,93001
1733004015,93001
1733004020,93001
1733004025,93001
1733004030,93001
1733004035,93001
1733004040,93001
1733004045,93001
1733004050,93001
1733004055,93001
1733004060,93001
1733004065,93001
1733004070,93001
1733004075,93001
1733004080,93001
1733004085,93001
1733004090,93001
1733004095,93001
1733004100,93001
1733004105,93001
1733004110,93001
1733004115,93001
1733004120,93001
1733004125,93001
1733004130,93001
1733004135,93001
1733004140,93001
1733004145,93001
1733004150,93001
1733004155,93001
1733004160,93001
1733004165,93001
1733004170,93001
1733004175,93001
1733004180,93001
1733004185,93001
1733004190,93001
1733004195,93001
1733004200,93001
1733004205,93001
1733004210,93001
1733004215,93001
1733004220,93001
1733004225,93001
1733004230,93001
1733004235,93001
1733004240,93001
1733004245,93001
1733004250,93001
1733004255,93001
1733004260,93001
1733004265,93001
1733004270,93001
1733004275,93001
1733004280,93001
1733004285,93001
1733004290,93001
1733004295,93001
1733004300,93001
1733004305,93001
1733004310,93001
1733004315,93001
1733004320,93001
1733004325,93001
1733004330,93001
1733004335,93001
1733004340,93001
1733004345,93001
1733004350,93001
1733004355,93001
1733004360,93001
1733004365,93001
1733004370,93001
1733004375,93001
1733004380,93001
1733004385,93001
1733004390,93001
1733004395,93001
1733004400,93001
1733004405,93001
1733004410,93001
1733004415,93001
1733004420,93001
1733004425,93001
1733004430,93001
1733004435,93001
1733004440,93001
1733004445,93001
1733004450,93001
1733004455,93001
1733004460,93001
1733004465,93001
1733004470,93001
1733004475,93001
1733004480,93001
1733004485,93001
1733004490,93001
1733004495,93001
1733004500,93001
1733004505,93001
1733004510,93001
1733004515,93001
1733004520,93001
1733004525,93001
1733004530,93001
1733004535,93001
1733004540,93001
1733004545,93001
1733004550,93001
1733004555,93001
1733004560,93001
1733004565,93001
1733004570,93001
1733004575,93001
1733004580,93001
1733004585,93001
1733004590,93001
1733004595,93001
1733004600,93001
1733004605,93001
1733004610,93001
1733004615,93001
1733004620,93001
1733004625,93001
1733004630,93001
1733004635,93001
1733004640,93001
1733004645,93001
1733004650,93001
1733004655,93001
1733004660,93001
1733004665,93001
1733004670,93001
1733004675,93001
1733004680,93001
1733004685,93001
1733004690,93001
1733004695,93001
1733004700,93001
1733004705,93001
1733004710,93001
1733004715,93001
1733004720,93001
1733004725,93001
1733004730,93001
1733004735,93001
1733004740,93001
1733004745,93001
1733004750,93001
1733004755,93001
1733004760,93001
1733004765,93001
1733004770,93001
1733004775,93001
1733004780,93001
1733004785,93001
1733004790,93001
1733004795,93001
1733004800,93001
1733004805,93001
1733004810,93001
1733004815,93001
1733004820,93001
1733004825,93001
1733004830,93001
1733004835,93001
1733004840,93001
1733004845,93001
1733004850,93001
1733004855,93001
1733004860,93001
1733004865,93001
1733004870,93001
1733004875,93001
1733004880,93001
1733004885,93001
1733004890,93001
1733004895,93001
1733004900,93001
1733004905,93001
1733004910,93001
1733004915,93001
1733004920,93001
1733004925,93001
1733004930,93001
1733004935,93001
1733004940,93001
1733004945,93001
1733004950,93001
1733004955,93001
1733004960,93001
1733004965,93001
1733004970,93001
1733004975,93001
1733004980,93001
1733004985,93001
1733004990,93001
1733004995,93001
1733005000,93001
1733005005,93001
1733005010,93001
1733005015,93001
1733005020,93001
1733005025,93001
1733005030,93001
1733005035,93001
1733005040,93001
1733005045,93001
1733005050,93001
1733005055,93001
